numero_client,nom,prenom,sexe,date_naissance,email,telephone_mobile,adresse,code_postal,ville,iban,num_secu,statut_compte_courant,duree_credit_mois,historique_credit,objet_credit,montant_credit,epargne,anciennete_emploi,taux_effort,statut_personnel_sexe,autres_debiteurs,anciennete_logement,biens,age,autres_credits,logement,nb_credits_existants,emploi,nb_personnes_charge,telephone_declare,travailleur_etranger,defaut
FIN-100390,Neveu,Michel,M,1995-06-28,michel.neveu@free.fr,0657981238,"91, rue Boucher",49842,Saint Anastasie,FR3922759500260151532594795,290064101831031,pas de compte courant,18,crédits en cours sans incident,voiture neuve,1820,épargne < 100,1-4 ans,2,homme : marié/veuf,aucun,2,épargne logement/assurance vie,30,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,0
FIN-100104,Lecomte,Marcel,M,1999-02-22,marcel.lecomte@gmail.com,0782710910,"44, rue de David",01638,Sainte Jeannine-les-Bains,FR7031795563318574817006661,269015212142795,pas de compte courant,12,crédits en cours sans incident,voiture occasion,2445,pas d'épargne connue,< 1 an,2,homme : marié/veuf,aucun,4,véhicule ou autre,26,aucun,locataire,1,employé qualifié,1,oui,oui,0
FIN-100114,Robert,Frédéric,M,1990-11-07,frédéric.robert@orange.fr,0600307562,"36, avenue de Guillot",75208,Legrosnec,FR3483825212932896340646867,188093818546095,solde < 100,12,crédits en cours sans incident,électroménager,1680,épargne 500-1000,>= 7 ans,3,homme : marié/veuf,aucun,1,immobilier,35,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100417,Imbert,Thérèse,F,2002-04-17,thérèse.imbert@outlook.fr,06 38 49 83 02,"51, rue de Roche",80781,Sainte Anouk,FR2085221158718452354268744,125097401035794,solde < 100,18,retards de paiement passés,reconversion,8471,pas d'épargne connue,1-4 ans,1,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,23,aucun,locataire,2,employé qualifié,1,oui,oui,0
FIN-100970,Thierry,Daniel,M,2003-09-04,daniel.thierry@gmail.com,+33675895516,"196, rue de Marchal",55937,Potierboeuf,FR3905108194842262300360722,175110912260492,solde 100-200,15,crédits en cours sans incident,études,1514,épargne 100-500,1-4 ans,4,homme : célibataire,garant,2,immobilier,22,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100457,Lombard,Sébastien,M,08/10/1990,sébastien.lombard@orange.fr,0733549465,"119, rue de Pelletier",20672,Saint Stéphanie,FR3652259206165812920592294,164080912200617,solde < 100,12,crédits en cours sans incident,voiture occasion,3386,épargne < 100,>= 7 ans,3,homme : célibataire,aucun,4,aucun bien connu,35,aucun,logé gratuitement,1,employé qualifié,1,oui,oui,1
FIN-100409,Boutin,Théophile,M,1997-02-22,théophile.boutin@gmail.com,0718129826,"81, chemin Georges Mahe",07874,Sainte Martine-sur-Mer,FR3240766349339650496273226,231037306559821,solde > 200 ou salaire domicilié,12,compte critique / crédits ailleurs,voiture neuve,939,épargne 500-1000,4-7 ans,4,homme : marié/veuf,aucun,2,immobilier,28,aucun,propriétaire,3,employé qualifié,1,oui,oui,1
FIN-100092,Camus,Margot,F,1992-07-25,margot.camus@gmail.com,0627706324,"382, boulevard Capucine Ferreira",58604,Gaillard,FR5472216417582313348458714,189040810599027,pas de compte courant,12,compte critique / crédits ailleurs,électroménager,797,pas d'épargne connue,>= 7 ans,4,femme : divorcée/séparée/mariée,aucun,3,épargne logement/assurance vie,33,banque,propriétaire,1,non qualifié résident,2,non,oui,1
FIN-100582,Lejeune,Claire,F,1999-09-21,claire.lejeune@outlook.fr,0749946579,"5, rue Michelle Navarro",76356,Mendès-la-Forêt,FR7318870179993242024837444,248120608854618,pas de compte courant,9,crédits en cours sans incident,audiovisuel,1388,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,2,immobilier,26,aucun,locataire,1,employé qualifié,1,non,Oui ,0
FIN-100089,Ledoux,Julien,M,1997-06-25,julien.ledoux@orange.fr,0790175186,"96, boulevard Suzanne Chartier",06552,Saint Jeanne-sur-Mer,FR6128403339977180513717173,261103306343365,solde < 100,12,aucun crédit / tous soldés,études,1108,épargne < 100,4-7 ans,4,homme : célibataire,aucun,3,immobilier,28,aucun,propriétaire,2,employé qualifié,1,non,oui,1
FIN-100336,Humbert,Nath,F,2002-10-23,nath.humbert@free.fr,0780774064,"79, avenue Rémy",25549,Duhamel-la-Forêt,FR6866614590110797714004938,118095746337097,solde 100-200,13,crédits en cours sans incident,électroménager,2101,épargne < 100,< 1 an,2,femme : divorcée/séparée/mariée,garant,4,épargne logement/assurance vie,23,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100630,Bonnin,Lucie,F,1997-06-08,lucie.bonnin@orange.fr,0644397359,"71, rue de Peron",02326,  Roy ,FR9385015301731671560587905,226066806683189,solde < 100,24,crédits en cours sans incident,électroménager,3660,épargne < 100,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,28,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100944,Merle,Lorraine,F,1979-08-06,lorraine.merle@gmail.com,0719689313,"53, avenue de Marin",60211,Dijoux-sur-Boutin,FR2178310314564572275794074,112080240884924,solde < 100,15,crédits en cours sans incident,audiovisuel,1845,épargne < 100,< 1 an,4,femme : divorcée/séparée/mariée,garant,1,épargne logement/assurance vie,46,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100976,Gomez,Louise,F,1961-11-13,louise.gomez@free.fr,06 72 35 90 96,chemin Margaux Dias,91801,Duhamel,FR4039501115255862778882603,110058708560352,solde 100-200,6,crédits en cours sans incident,électroménager,753,épargne < 100,1-4 ans,2,femme : divorcée/séparée/mariée,garant,3,immobilier,64,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100888,Bodin,Augustin,M,1991-03-09,augustin.bodin@free.fr,0685067625,"583, rue Perez",42356,Laporte,FR2283319558979903597177170,123039205057733,pas de compte courant,36,compte critique / crédits ailleurs,voiture neuve,6614,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,34,aucun,propriétaire,2,cadre / indépendant,1,oui,oui,0
FIN-100625,Philippe,Henri,M,1990-04-16,henri.philippe@free.fr,0689317342,boulevard Alfred Paul,49281,Duhamel,FR9409891039091203025209452,138124809566070,pas de compte courant,15,crédits en cours sans incident,électroménager,1979,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,35,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100613,Grondin,Claire,F,19.02.2003,claire.grondin@free.fr,0623476490,"1, avenue Chevalier",89820,Morel-sur-Charpentier,FR3399193873370342444748904,187024101875015,solde < 100,24,crédits Finova soldés,voiture occasion,3632,épargne < 100,1-4 ans,1,femme : divorcée/séparée/mariée,garant,4,véhicule ou autre,22,banque,locataire,1,employé qualifié,1,non,non,0
FIN-100631,Simon,William,M,1981-10-30,william.simon@free.fr,0710725636,chemin de Guillet,95120,Renard,FR4922441339547940645315790,274091220211606,solde < 100,18,crédits Finova soldés,audiovisuel,1553,épargne < 100,1-4 ans,4,homme : célibataire,aucun,3,véhicule ou autre,44,banque,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100011,Auger,Élodie,F,2001-08-18,élodie.auger@gmail.com,0665180170,"77, avenue Marty",21680,Sainte Alexboeuf,FR8538503719905169918724010,217098902437083,solde < 100,48,crédits en cours sans incident,autre,4308,épargne < 100,< 1 an,3,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,24,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100396,Foucher,Renée,F,1970-04-11,renée.foucher@outlook.fr,0632983248,"57, avenue Susanne De Oliveira",39633,Germain,FR0554262417842902923345110,133121730053970,solde < 100,12,crédits en cours sans incident,audiovisuel,2578,épargne < 100,sans emploi,3,femme : divorcée/séparée/mariée,aucun,4,aucun bien connu,55,aucun,logé gratuitement,1,cadre / indépendant,1,non,oui,0
FIN-100549,Grégoire,William,M,1990-05-29,william.grégoire@free.fr,0656265650,"885, chemin Gabrielle Duhamel",97186,Joubertdan,FR9572360244654677205171073,276070912246469,pas de compte courant,48,compte critique / crédits ailleurs,voiture occasion,8858,,4-7 ans,2,homme : célibataire,aucun,1,aucun bien connu,35,aucun,logé gratuitement,2,employé qualifié,1,oui,oui,0
FIN-100042,Picard,Timothée,M,1981-05-31,timothée.picard@orange.fr,0625039261,"97, avenue Thibault Mahe",49825,Guillaume-sur-Allard,FR3594568044731497646136847,130088002178676,solde 100-200,18,retards de paiement passés,études,6204,épargne < 100,,2,homme : célibataire,aucun,4,immobilier,44,aucun,propriétaire,1,non qualifié résident,2,oui,oui,0
FIN-100167,Delorme,Jeanne,F,2005-09-13,jeanne.delorme@orange.fr,0716329451,"49, avenue Roger Carlier",20607,  Reynaudboeuf ,FR7479417634250733055978245,284104900747448,solde 100-200,11,crédits en cours sans incident,audiovisuel,1577,épargne > 1000,< 1 an,4,femme : divorcée/séparée/mariée,aucun,1,immobilier,20,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100416,Blot,Georges,M,1992-07-16,georges.blot@orange.fr,0733977671,rue Teixeira,72831,Saint Éric,FR7093326145430796373100817,278067864629697,solde < 100,12,crédits en cours sans incident,voiture neuve,2579,épargne < 100,< 1 an,4,homme : célibataire,aucun,1,immobilier,33,aucun,propriétaire,1,non qualifié résident,2,non,oui,1
FIN-100777,Noël,Michèle,F,2000-02-08,michèle.noël@outlook.fr,0622599996,"627, chemin Bonnin",14565,Marchal,FR1586625108573838554514609,299096912367820,solde < 100,999,crédits en cours sans incident,électroménager,3509,épargne < 100,4-7 ans,4,femme : divorcée/séparée/mariée,garant,1,immobilier,25,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100426,Lamy,Jérôme,M,1996-05-04,jérôme.lamy@orange.fr,0610713966,"35, rue de Gaudin",31207,SAINT AUGUSTIN,FR6995350637311804674130753,121122808529274,pas de compte courant,28,compte critique / crédits ailleurs,électroménager,2743,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,29,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100904,Marion,Vincent,M,1989-08-09,vincent.marion@outlook.fr,0612604326,"19, chemin Pinto",20986,Bonnindan,FR6545416487921046627501526,101109730215759,pas de compte courant,24,crédits en cours sans incident,électroménager,1278,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,1,immobilier,36,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,0
FIN-100987,Martin,Pénélope,F,1961-09-25,pénélope.martin@outlook.fr,0765586851,"94, chemin Lucie Bonnin",12394,Blanchet-sur-Besson,FR3754033699952850231265327,145010718650820,pas de compte courant,13,crédits en cours sans incident,électroménager,1409,épargne 100-500,sans emploi,2,femme : divorcée/séparée/mariée,aucun,4,immobilier,64,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100704,Moreno,Charlotte,F,1993-06-13,charlotte.moreno@gmail.com,0725199663,"20, avenue Toussaint",80557,Launayboeuf,FR5474916194232154013153506,105121927241821,solde 100-200,27,crédits en cours sans incident,autre,2528,épargne < 100,< 1 an,4,femme : divorcée/séparée/mariée,aucun,1,épargne logement/assurance vie,32,aucun,propriétaire,1,employé qualifié,2,oui,oui,0
FIN-100802,Barbier,Colette,F,2001-07-08,colette.barbier@free.fr,0665063731,"80, rue Morel",43967,Legrand,FR4916312975572616949637881,216048816057859,solde < 100,20,compte critique / crédits ailleurs,audiovisuel,4272,épargne < 100,>= 7 ans,1,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,24,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100257,Perret,Jules,M,1996-09-19,jules.perret@gmail.com,0610099688,rue Blondel,75842,Mallet,FR1012312616324888995729893,158064604291295,solde < 100,12,crédits Finova soldés,électroménager,2149,épargne < 100,1-4 ans,4,homme : divorcé/séparé,aucun,1,aucun bien connu,29,aucun,logé gratuitement,1,employé qualifié,1,non,oui,1
FIN-100335,Chrétien,Henri,M,1981-06-15,henri.chrétien@outlook.fr,0724008254,"87, rue Baron",18225,Meunier,FR0333962746662159183270004,285075439574629,solde < 100,6,compte critique / crédits ailleurs,audiovisuel,3384,épargne < 100,1-4 ans,1,homme : divorcé/séparé,aucun,4,immobilier,44,aucun,locataire,1,cadre / indépendant,1,oui,oui,1
FIN-100015,Rocher,Constance,F,1993-06-17,constance.rocher@orange.fr,0733752431,"4, chemin de Étienne",58947,PintoBourg,FR2583753745843845881056974,166080105395493,solde < 100,24,crédits en cours sans incident,électroménager,1282,épargne 100-500,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,32,aucun,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100649,Payet,Eugène,M,1985-02-12,eugène.payet@orange.fr,0749251583,"6, boulevard Lecomte",21665,Alexandre-sur-Legrand,FR3486824051665451224441899,222076444587652,solde < 100,12,crédits en cours sans incident,reconversion,684,épargne < 100,1-4 ans,4,homme : célibataire,aucun,4,véhicule ou autre,40,aucun,locataire,1,non qualifié résident,2,non,oui,1
FIN-100324,Lemonnier,Nathalie,F,1989-06-12,nathalie.lemonnier@free.fr,+33787716947,"78, rue de Lenoir",21745,Hoareau,FR4220191116612201907258733,113106613624757,pas de compte courant,18,compte critique / crédits ailleurs,voiture neuve,1028,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,3,immobilier,36,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100873,Morel,Stéphanie,F,25/06/2001,stéphanie.morel@outlook.fr,0646283143,rue Dijoux,34491,Saint CélinaBourg,FR4455162159389676353673558,106064523406981,pas de compte courant,15,crédits en cours sans incident,travaux,874,pas d'épargne connue,< 1 an,4,femme : divorcée/séparée/mariée,aucun,1,immobilier,24,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100222,Gomez,Denis,M,1995-05-10,denis.gomez@free.fr,0616608801,rue Bernard Delaunay,38189,Rodrigues,FR1054132971506662670551437,244122123136763,pas de compte courant,12,crédits en cours sans incident,électroménager,707,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,immobilier,30,banque,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100179,Loiseau,Michel,M,1960-10-05,michel.loiseau@outlook.fr,0779727985,"21, rue de Lévêque",70178,Mauricedan,FR5173107201137984409712316,290054221815362,solde < 100,21,compte critique / crédits ailleurs,voiture neuve,571,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,immobilier,65,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100074,Lenoir,Gilbert,M,1985-03-19,gilbert.lenoir@gmail.com,0625134125,"20, boulevard de Grondin",97243,Hebert-sur-Rousset,FR7106244795133053194979695,287082505608320,solde < 100,36,crédits en cours sans incident,reconversion,1977,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,4,aucun bien connu,40,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,1
FIN-100521,Hervé,Virginie,F,2001-08-21,virginie.hervé@orange.fr,0663356939,"6, rue Barbier",11926,Saint André,FR0446739190088991141600916,264015439584884,solde < 100,18,crédits en cours sans incident,électroménager,3190,,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,2,immobilier,24,aucun,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100022,Texier,Jérôme,M,1977-07-27,jérôme.texier@outlook.fr,0733427086,"9, chemin de Ribeiro",63491,Traorenec,FR0308304405809351187181335,289038400793432,solde < 100,10,compte critique / crédits ailleurs,voiture neuve,2241,épargne < 100,< 1 an,1,homme : célibataire,aucun,3,immobilier,48,aucun,locataire,2,non qualifié résident,2,non,non,0
FIN-100356,Fleury,Marc,M,1976-06-27,marc.fleury@gmail.com,0708620959,"55, chemin Laurent Gérard",19888,PottierVille,FR7620456577580974533890623,263087505635955,pas de compte courant,12,compte critique / crédits ailleurs,électroménager,2331,pas d'épargne connue,>= 7 ans,1,homme : célibataire,co-emprunteur,4,immobilier,49,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100977,Rivière,Henri,M,1983-11-29,henri.rivière@outlook.fr,+33656730306,"8, rue Perez",58382,Morvan-les-Bains,FR9617489030458809718614229,217125110851940,solde 100-200,18,retards de paiement passés,autre,2427,pas d'épargne connue,>= 7 ans,4,homme : célibataire,aucun,2,épargne logement/assurance vie,42,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100883,Lebrun,Élisabeth,F,1960-03-12,élisabeth.lebrun@outlook.fr,0641465111,"12, boulevard de Guillou",13221,Maillardboeuf,FR9503264564967419916053906,210117505609554,pas de compte courant,18,compte critique / crédits ailleurs,électroménager,1098,,sans emploi,4,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,65,aucun,propriétaire,2,sans emploi / non qualifié non résident,1,non,oui,0
FIN-100340,Perrier,Alix,F,2001-06-27,alix.perrier@gmail.com,07 17 97 49 73,avenue Lecomte,60449,Vidaldan,FR7426203708782116020418135,198120105385051,solde 100-200,24,compte critique / crédits ailleurs,reconversion,5743,épargne < 100,< 1 an,2,femme : divorcée/séparée/mariée,aucun,4,aucun bien connu,24,aucun,logé gratuitement,2,employé qualifié,1,oui,oui,0
FIN-100431,Mathieu,Gabriel,M,1996-08-04,gabriel.mathieu@outlook.fr,0760849588,"34, chemin Martins",19828,Sainte Julien-la-Forêt,FR7431267731922760759889786,292120319076695,solde 100-200,24,crédits en cours sans incident,mobilier/équipement,11328,épargne < 100,1-4 ans,2,homme : célibataire,co-emprunteur,3,véhicule ou autre,29,banque,propriétaire,2,cadre / indépendant,1,oui,oui,1
FIN-100568,Rocher,Étienne,M,1984-04-19,étienne.rocher@free.fr,0616110760,chemin de Germain,11966,Poulain,FR2829419375919226713175362,187105110815596,solde 100-200,48,crédits en cours sans incident,électroménager,3979,pas d'épargne connue,4-7 ans,4,homme : célibataire,aucun,1,véhicule ou autre,41,aucun,propriétaire,2,employé qualifié,2,oui,oui,0
FIN-100855,Boucher,David,M,1992-07-20,david.boucher@outlook.fr,0743861259,"82, boulevard de Laurent",57983,Gosselin,FR6396458374495975213531755,111064410982841,pas de compte courant,24,crédits en cours sans incident,voiture neuve,1474,épargne 100-500,,4,homme : marié/veuf,aucun,3,immobilier,33,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100203,Bertrand,Guillaume,M,2004-09-04,guillaume.bertrand@orange.fr,0610016761,"5, chemin de Allard",23180,Joubert,FR0433399948532089532638902,137104101857453,solde < 100,12,crédits en cours sans incident,activité professionnelle,902,épargne < 100,4-7 ans,4,homme : marié/veuf,aucun,4,épargne logement/assurance vie,21,aucun,locataire,1,employé qualifié,1,non,oui,1
FIN-100650,Poulain,Richard,M,1975-05-29,richard.poulain@gmail.com,0776749961,"984, boulevard Nathalie Blanchard",24775,CHEVALLIER,FR9774023386860835701703630,124047919162253,solde < 100,48,crédits en cours sans incident,reconversion,7476,épargne < 100,4-7 ans,4,homme : célibataire,aucun,1,aucun bien connu,50,aucun,logé gratuitement,1,cadre / indépendant,1,oui,oui,0
FIN-100093,Marie,Alain,M,2005-05-25,alain.marie@gmail.com,0641541520,"89, boulevard Cohen",15966,Moulin,FR6593925236229258796434745,203115502934443,solde > 200 ou salaire domicilié,24,compte critique / crédits ailleurs,audiovisuel,3617,pas d'épargne connue,,4,homme : célibataire,co-emprunteur,4,aucun bien connu,20,aucun,locataire,2,employé qualifié,1,non,oui,0
FIN-100575,Costa,Clémence,F,2001-11-03,clémence.costa@outlook.fr,0766383615,"70, boulevard Nicolas Robert",71562,BOUCHETBOEUF,FR4325018256247286394201223,239059720919147,pas de compte courant,15,compte critique / crédits ailleurs,audiovisuel,2788,épargne < 100,4-7 ans,2,femme : divorcée/séparée/mariée,co-emprunteur,3,véhicule ou autre,24,banque,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100068,Techer,Denis,M,1988-02-26,denis.techer@gmail.com,0623828258,"43, chemin de Guilbert",40145,Chevalier-sur-Lopez,FR8925298670766046419785758,270029300862513,pas de compte courant,36,crédits en cours sans incident,reconversion,1819,épargne < 100,1-4 ans,4,homme : célibataire,aucun,4,aucun bien connu,37,magasins,logé gratuitement,1,employé qualifié,1,oui,oui,1
FIN-100858,Schmitt,Astrid,F,1996-08-08,astrid.schmitt@gmail.com,0762015720,"94, rue de Pottier",54486,Lemonnier,FR5909358201630159722422848,180077654077804,solde < 100,15,crédits en cours sans incident,voiture neuve,3959,épargne < 100,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,2,épargne logement/assurance vie,29,aucun,propriétaire,1,employé qualifié,1,oui,oui,1
FIN-100284,Morin,Jacques,M,1988-04-10,jacques.morin@outlook.fr,0603886291,"834, boulevard Christiane Bonnet",94468,Guibert,FR0256129965082695826418696,199127919158832,solde 100-200,24,compte critique / crédits ailleurs,voiture neuve,3 878 EUR,épargne 100-500,< 1 an,4,homme : divorcé/séparé,aucun,2,véhicule ou autre,37,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100826,Charrier,Henriette,F,1992-06-15,henriette.charrier@orange.fr,0748869461,"3, boulevard Mallet",97288,Imbert,FR5139468963318123357617073,108118902443160,solde < 100,18,compte critique / crédits ailleurs,voiture neuve,3966,épargne < 100,>= 7 ans,1,femme : divorcée/séparée/mariée,aucun,4,immobilier,33,banque,locataire,3,employé qualifié,1,oui,oui,1
FIN-100434,Ledoux,René,M,25/05/2000,rené.ledoux@free.fr,+33645046173,"7, avenue Simone Pottier",12163,Saint Maggie-les-Bains,FR5048676497974163656045006,185086748236636,solde < 100,9,crédits en cours sans incident,audiovisuel,2136,épargne < 100,1-4 ans,3,homme : célibataire,aucun,2,immobilier,25,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100153,Meyer,Véronique,F,1996-03-06,véronique.meyer@gmail.com,06 79 32 71 04,"561, rue Perez",25601,Bourgeois,FR6622946213541597099625438,240107728869473,solde 100-200,24,compte critique / crédits ailleurs,voiture occasion,7758,épargne > 1000,>= 7 ans,2,femme : divorcée/séparée/mariée,aucun,4,aucun bien connu,29,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100075,Bazin,Aimé,M,1959-04-27,aimé.bazin@orange.fr,0686692966,"3, rue Auguste Chauvin",66420,Lucas,FR3486780555572773826460917,255026005718824,solde < 100,12,compte critique / crédits ailleurs,voiture occasion,1526,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,aucun bien connu,66,aucun,logé gratuitement,2,cadre / indépendant,1,non,oui,0
FIN-100751,Dumas,Stéphanie,F,2002-09-22,stéphanie.dumas@free.fr,0730337933,"59, chemin Emmanuel Guillon",39697,Pages,FR7256676409968334400952242,255019300884527,solde < 100,18,crédits en cours sans incident,voiture neuve,976,épargne < 100,< 1 an,1,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,23,aucun,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100446,Rocher,Luce,F,1991-04-07,luce.rocher@free.fr,0681792171,"60, rue Alice Boucher",88601,Samson-sur-Mer,FR6189466527523328293020256,294085819409368,solde < 100,36,crédits en cours sans incident,voiture neuve,1842,épargne < 100,< 1 an,4,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,34,aucun,propriétaire,1,employé qualifié,1,oui,oui,1
FIN-100188,Raymond,Henri,M,2005-08-12,henri.raymond@orange.fr,0699353875,"166, rue de Leclerc",11887,Cousin-sur-Mer,FR1931765397054873961029087,173051220218173,solde < 100,12,crédits en cours sans incident,électroménager,674,épargne 100-500,4-7 ans,4,homme : marié/veuf,aucun,1,épargne logement/assurance vie,20,aucun,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100271,Lebon,Madeleine,F,24/06/1988,madeleine.lebon@free.fr,0637314530,"26, chemin de Pires",20394,Saint ÉmileBourg,FR5716321119787180933913732,299046544046365,pas de compte courant,12,compte critique / crédits ailleurs,audiovisuel,1402,épargne 500-1000,4-7 ans,3,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,37,aucun,locataire,1,employé qualifié,1,oui,oui,0
FIN-100236,Olivier,Vincent,M,2002-04-24,vincent.olivier@orange.fr,0634244204,"41, boulevard David Evrard",19585,Bonnin,FR9651526384091122528837505,135110718657323,solde 100-200,6,crédits en cours sans incident,voiture neuve,14555,pas d'épargne connue,sans emploi,1,homme : célibataire,aucun,2,épargne logement/assurance vie,23,aucun,propriétaire,1,sans emploi / non qualifié non résident,1,oui,oui,1
FIN-100487,Lamy,Élodie,F,09.03.1963,élodie.lamy@free.fr,0765044271,"25, chemin de Mallet",64751,Vasseurboeuf,FR9878828152787304862515217,210037728822656,pas de compte courant,24,crédits en cours sans incident,voiture neuve,3757,épargne < 100,>= 7 ans,4,femme : divorcée/séparée/mariée,co-emprunteur,4,aucun bien connu,62,aucun,logé gratuitement,1,employé qualifié,1,oui,oui,0
FIN-100559,Da Costa,Philippe,M,1994-06-22,philippe.da-costa@free.fr,0690257252,"55, chemin de Texier",81339,Meuniernec,FR8605004933267244693172947,192023726193170,solde 100-200,18,compte critique / crédits ailleurs,audiovisuel,1928,épargne < 100,< 1 an,2,homme : célibataire,aucun,2,immobilier,31,aucun,propriétaire,2,non qualifié résident,1,non,oui,1
FIN-100117,David,Antoinette,F,1998-06-06,antoinette.david@orange.fr,0661744518,"8, rue Élise Ramos",58950,MorelBourg,FR4419737418972154064176927,211129730288683,solde < 100,10,compte critique / crédits ailleurs,audiovisuel,2132,pas d'épargne connue,< 1 an,2,femme : divorcée/séparée/mariée,co-emprunteur,3,immobilier,27,aucun,locataire,2,employé qualifié,1,non,non,0
FIN-100964,Besson,Augustin,M,2003-02-13,augustin.besson@gmail.com,0772545960,"2, chemin de Maillard",17649,Faure-sur-Charpentier,FR8504637216266032358418029,254038519196549,solde 100-200,6,crédits en cours sans incident,études,454,épargne < 100,< 1 an,3,homme : marié/veuf,aucun,1,épargne logement/assurance vie,22,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100512,Lopes,Matthieu,M,1999-09-05,matthieu.lopes@gmail.com,0759701082,"98, chemin Thibault Verdier",24868,Saint Guillaumedan,FR3007397130722113869087167,108039730205101,solde > 200 ou salaire domicilié,15,crédits en cours sans incident,autre,2687,épargne < 100,4-7 ans,2,homme : célibataire,aucun,4,épargne logement/assurance vie,26,aucun,locataire,1,employé qualifié,1,oui,oui,0
FIN-100570,Rey,Nathalie,F,2002-04-19,nathalie.rey@orange.fr,0614011939,"829, boulevard de Gay",26901,Garnier,FR2145240321153550514321914,227114410937135,solde < 100,24,crédits en cours sans incident,audiovisuel,3234,,< 1 an,4,femme : divorcée/séparée/mariée,aucun,4,immobilier,23,aucun,locataire,1,non qualifié résident,1,oui,oui,1
FIN-100611,Legendre,Monique,F,1977-03-12,monique.legendre@free.fr,0689847139,"1, avenue de Descamps",86277,Becker-les-Bains,FR5261869572404347412531379,129104315727116,solde > 200 ou salaire domicilié,10,crédits en cours sans incident,voiture neuve,1240,épargne 100-500,>= 7 ans,1,femme : divorcée/séparée/mariée,aucun,4,aucun bien connu,48,aucun,logé gratuitement,1,non qualifié résident,2,non,oui,1
FIN-100126,Gauthier,Étienne,M,1985-06-06,étienne.gauthier@free.fr,0677561853,"50, boulevard de Delorme",93916,Saint Raymond,FR4628969645465535851253892,256029720900828,solde < 100,12,crédits en cours sans incident,électroménager,701,épargne < 100,1-4 ans,4,homme : marié/veuf,aucun,2,immobilier,40,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
